Date,Mode,Count
01/13/2022,BT,824338
01/13/2022,Bus,1218552
01/13/2022,LIRR,112519
01/13/2022,MNR,87672
01/13/2022,SIR,5132
01/13/2022,Subway,2524197
01/14/2022,AAR,18878
01/14/2022,BT,869815
01/14/2022,Bus,1186647
01/14/2022,LIRR,109199
01/14/2022,MNR,88634
01/14/2022,SIR,4774
01/14/2022,Subway,2522972
01/15/2022,AAR,9510
01/15/2022,BT,705503
01/15/2022,Bus,573037
01/15/2022,LIRR,53410
01/15/2022,MNR,45309
01/15/2022,SIR,1449
01/15/2022,Subway,1434676
01/16/2022,AAR,8545
01/16/2022,BT,623464
01/16/2022,Bus,456257
01/16/2022,LIRR,43578
01/16/2022,MNR,38025
01/16/2022,SIR,1140
01/16/2022,Subway,1165626
01/17/2022,AAR,8760
01/17/2022,BT,651716
01/17/2022,Bus,694066
01/17/2022,LIRR,98738
01/17/2022,MNR,44075
01/17/2022,SIR,2190
01/17/2022,Subway,1600048
01/18/2022,AAR,19389
01/18/2022,BT,818509
01/18/2022,Bus,1222195
01/18/2022,LIRR,125615
01/18/2022,MNR,100364
01/18/2022,SIR,5381
01/18/2022,Subway,2541044
01/19/2022,AAR,21111
01/19/2022,BT,832838
01/19/2022,Bus,1286788
01/19/2022,LIRR,121249
01/19/2022,MNR,96281
01/19/2022,SIR,5598
01/19/2022,Subway,2642129
01/20/2022,AAR,18616
01/20/2022,BT,769646
01/20/2022,Bus,1181953
01/20/2022,LIRR,112595
01/20/2022,MNR,88196
01/20/2022,SIR,5031
01/20/2022,Subway,2545486
01/21/2022,AAR,19079
01/21/2022,BT,867194
01/21/2022,Bus,1151816
01/21/2022,LIRR,113474
01/21/2022,MNR,91079
01/21/2022,SIR,4748
01/21/2022,Subway,2565781
01/22/2022,AAR,10455
01/22/2022,BT,737812
01/22/2022,Bus,655490
01/22/2022,LIRR,59412
01/22/2022,MNR,53737
01/22/2022,SIR,1642
01/22/2022,Subway,1583650
01/23/2022,AAR,9446
01/23/2022,BT,687231
01/23/2022,Bus,529115
01/23/2022,LIRR,48672
01/23/2022,MNR,43647
01/23/2022,SIR,1245
01/23/2022,Subway,1245716
01/24/2022,AAR,19472
01/24/2022,BT,795086
01/24/2022,Bus,1244112
01/24/2022,LIRR,127750
01/24/2022,MNR,100520
01/24/2022,SIR,5188
01/24/2022,Subway,2536827
01/25/2022,AAR,21233
01/25/2022,BT,820013
01/25/2022,Bus,1308979
01/25/2022,LIRR,124499
01/25/2022,MNR,98859
01/25/2022,SIR,5625
01/25/2022,Subway,2701246
01/26/2022,AAR,21033
01/26/2022,BT,837062
01/26/2022,Bus,1266798
01/26/2022,LIRR,118625
01/26/2022,MNR,96253
01/26/2022,SIR,5197
01/26/2022,Subway,2711803
01/27/2022,AAR,20934
01/27/2022,BT,872809
01/27/2022,Bus,1275573
01/27/2022,LIRR,119039
01/27/2022,MNR,95748
01/27/2022,SIR,5271
01/27/2022,Subway,2724979
01/28/2022,AAR,20115
01/28/2022,BT,869982
01/28/2022,Bus,1208092
01/28/2022,LIRR,120912
01/28/2022,MNR,96409
01/28/2022,SIR,4994
01/28/2022,Subway,2703403
01/29/2022,AAR,5353
01/29/2022,BT,175153
01/29/2022,Bus,271959
01/29/2022,LIRR,8142
01/29/2022,MNR,22016
01/29/2022,SIR,852
01/29/2022,Subway,999347
01/30/2022,AAR,5974
01/30/2022,BT,508250
01/30/2022,Bus,460299
01/30/2022,LIRR,47852
01/30/2022,MNR,45002
01/30/2022,SIR,1233
01/30/2022,Subway,1262477
01/31/2022,AAR,18400
01/31/2022,BT,780818
01/31/2022,Bus,1139164
01/31/2022,LIRR,132248
01/31/2022,MNR,109718
01/31/2022,SIR,4968
01/31/2022,Subway,2575762
02/01/2022,AAR,20357
02/01/2022,BT,807457
02/01/2022,Bus,1127084
02/01/2022,LIRR,135255
02/01/2022,MNR,111424
02/01/2022,SIR,4993
02/01/2022,Subway,2635083
02/02/2022,AAR,22427
02/02/2022,BT,850217
02/02/2022,Bus,1314898
02/02/2022,LIRR,140059
02/02/2022,MNR,110996
02/02/2022,SIR,5830
02/02/2022,Subway,2940152
02/03/2022,AAR,22325
02/03/2022,BT,856424
02/03/2022,Bus,1304726
02/03/2022,LIRR,126901
02/03/2022,MNR,104093
02/03/2022,SIR,5750
02/03/2022,Subway,2914198
02/04/2022,AAR,18557
02/04/2022,BT,783827
02/04/2022,Bus,1176367
02/04/2022,LIRR,117899
02/04/2022,MNR,94290
02/04/2022,SIR,5072
02/04/2022,Subway,2725725
02/05/2022,AAR,11377
02/05/2022,BT,777501
02/05/2022,Bus,726750
02/05/2022,LIRR,61201
02/05/2022,MNR,61496
02/05/2022,SIR,1835
02/05/2022,Subway,1792780
02/06/2022,AAR,10621
02/06/2022,BT,746914
02/06/2022,Bus,558211
02/06/2022,LIRR,51472
02/06/2022,MNR,48395
02/06/2022,SIR,1388
02/06/2022,Subway,1323892
02/07/2022,AAR,21120
02/07/2022,BT,812233
02/07/2022,Bus,1297024
02/07/2022,LIRR,136455
02/07/2022,MNR,111297
02/07/2022,SIR,5711
02/07/2022,Subway,2784230
02/08/2022,AAR,22667
02/08/2022,BT,854542
02/08/2022,Bus,1387432
02/08/2022,LIRR,141653
02/08/2022,MNR,119190
02/08/2022,SIR,6254
02/08/2022,Subway,3016648
02/09/2022,AAR,23863
02/09/2022,BT,871206
02/09/2022,Bus,1421706
02/09/2022,LIRR,143673
02/09/2022,MNR,115341
02/09/2022,SIR,6297
02/09/2022,Subway,3088775
02/10/2022,AAR,23341
02/10/2022,BT,909096
02/10/2022,Bus,1423775
02/10/2022,LIRR,143062
02/10/2022,MNR,115707
02/10/2022,SIR,6362
02/10/2022,Subway,3112489
02/11/2022,AAR,22608
02/11/2022,BT,942501
02/11/2022,Bus,1348189
02/11/2022,LIRR,131038
02/11/2022,MNR,110674
02/11/2022,SIR,5570
02/11/2022,Subway,3015472
02/12/2022,AAR,13376
02/12/2022,BT,870106
02/12/2022,Bus,820629
02/12/2022,LIRR,71709
02/12/2022,MNR,71813
02/12/2022,SIR,2295
02/12/2022,Subway,2026308
02/13/2022,AAR,10013
02/13/2022,BT,657087
02/13/2022,Bus,510307
02/13/2022,LIRR,50534
02/13/2022,MNR,46395
02/13/2022,SIR,1322
02/13/2022,Subway,1349864
02/14/2022,AAR,20812
02/14/2022,BT,866856
02/14/2022,Bus,1272100
02/14/2022,LIRR,142507
02/14/2022,MNR,113260
02/14/2022,SIR,5803
02/14/2022,Subway,2907825
02/15/2022,AAR,21922
02/15/2022,BT,878210
02/15/2022,Bus,1340123
02/15/2022,LIRR,146607
02/15/2022,MNR,119034
02/15/2022,SIR,6447
02/15/2022,Subway,3030742
02/16/2022,AAR,23513
02/16/2022,BT,879005
02/16/2022,Bus,1406714
02/16/2022,LIRR,140431
02/16/2022,MNR,115325
02/16/2022,SIR,6337
02/16/2022,Subway,3100639
02/17/2022,AAR,23713
02/17/2022,BT,914714
02/17/2022,Bus,1408571
02/17/2022,LIRR,141226
02/17/2022,MNR,115718
02/17/2022,SIR,6527
02/17/2022,Subway,3109956
02/18/2022,AAR,21470
02/18/2022,BT,951358
02/18/2022,Bus,1285978
02/18/2022,LIRR,129403
02/18/2022,MNR,112030
02/18/2022,SIR,5677
02/18/2022,Subway,2953785
02/19/2022,AAR,12171
02/19/2022,BT,815513
02/19/2022,Bus,723602
02/19/2022,LIRR,64696
02/19/2022,MNR,66545
02/19/2022,SIR,2108
02/19/2022,Subway,1792136
02/20/2022,AAR,11017
02/20/2022,BT,771043
02/20/2022,Bus,571789
02/20/2022,LIRR,55015
02/20/2022,MNR,54863
02/20/2022,SIR,1517
02/20/2022,Subway,1477125
02/21/2022,AAR,12500
02/21/2022,BT,818941
02/21/2022,Bus,873961
02/21/2022,LIRR,109882
02/21/2022,MNR,63892
02/21/2022,SIR,2781
02/21/2022,Subway,1942267
02/22/2022,AAR,19233
02/22/2022,BT,850497
02/22/2022,Bus,1143526
02/22/2022,LIRR,135406
02/22/2022,MNR,112764
02/22/2022,SIR,5767
02/22/2022,Subway,2669508
02/23/2022,AAR,23807
02/23/2022,BT,895786
02/23/2022,Bus,1247209
02/23/2022,LIRR,140229
02/23/2022,MNR,119188
02/23/2022,SIR,6116
02/23/2022,Subway,2894245
02/24/2022,AAR,21868
02/24/2022,BT,915117
02/24/2022,Bus,1196924
02/24/2022,LIRR,132496
02/24/2022,MNR,110395
02/24/2022,SIR,5879
02/24/2022,Subway,2858146
02/25/2022,AAR,18740
02/25/2022,BT,797593
02/25/2022,Bus,1027563
02/25/2022,LIRR,114658
02/25/2022,MNR,90953
02/25/2022,SIR,4544
02/25/2022,Subway,2575630
02/26/2022,AAR,12226
02/26/2022,BT,849716
02/26/2022,Bus,775358
02/26/2022,LIRR,71783
02/26/2022,MNR,61573
02/26/2022,SIR,2012
02/26/2022,Subway,1824833
02/27/2022,AAR,11337
02/27/2022,BT,804598
02/27/2022,Bus,604646
02/27/2022,LIRR,62913
02/27/2022,MNR,51604
02/27/2022,SIR,1523
02/27/2022,Subway,1403227
02/28/2022,AAR,21929
02/28/2022,BT,862259
02/28/2022,Bus,1362855
02/28/2022,LIRR,134902
02/28/2022,MNR,118572
02/28/2022,SIR,6170
02/28/2022,Subway,2915786
03/01/2022,AAR,22944
03/01/2022,BT,876569
03/01/2022,Bus,1435834
03/01/2022,LIRR,165769
03/01/2022,MNR,150787
03/01/2022,SIR,6655
03/01/2022,Subway,3138181
03/02/2022,AAR,24289
03/02/2022,BT,899781
03/02/2022,Bus,1463263
03/02/2022,LIRR,159238
03/02/2022,MNR,140945
03/02/2022,SIR,6680
03/02/2022,Subway,3208166
03/03/2022,AAR,23800
03/03/2022,BT,926783
03/03/2022,Bus,1434851
03/03/2022,LIRR,152883
03/03/2022,MNR,132506
03/03/2022,SIR,6674
03/03/2022,Subway,3207495
03/04/2022,AAR,22821
03/04/2022,BT,961106
03/04/2022,Bus,1363159
03/04/2022,LIRR,145518
03/04/2022,MNR,125143
03/04/2022,SIR,5807
03/04/2022,Subway,3077537
03/05/2022,AAR,13269
03/05/2022,BT,867876
03/05/2022,Bus,812774
03/05/2022,LIRR,69010
03/05/2022,MNR,70427
03/05/2022,SIR,2116
03/05/2022,Subway,1955535
03/06/2022,AAR,12557
03/06/2022,BT,789754
03/06/2022,Bus,600501
03/06/2022,LIRR,53034
03/06/2022,MNR,52874
03/06/2022,SIR,1550
03/06/2022,Subway,1444501
03/07/2022,AAR,22465
03/07/2022,BT,864299
03/07/2022,Bus,1395540
03/07/2022,LIRR,153907
03/07/2022,MNR,129784
03/07/2022,SIR,6161
03/07/2022,Subway,2980920
03/08/2022,AAR,24076
03/08/2022,BT,897362
03/08/2022,Bus,1456451
03/08/2022,LIRR,158652
03/08/2022,MNR,138811
03/08/2022,SIR,6923
03/08/2022,Subway,3244473
03/09/2022,AAR,23477
03/09/2022,BT,835746
03/09/2022,Bus,1338822
03/09/2022,LIRR,153393
03/09/2022,MNR,129056
03/09/2022,SIR,6200
03/09/2022,Subway,3113559
03/10/2022,AAR,24515
03/10/2022,BT,948773
03/10/2022,Bus,1476288
03/10/2022,LIRR,163931
03/10/2022,MNR,140107
03/10/2022,SIR,6914
03/10/2022,Subway,3339363
03/11/2022,AAR,23736
03/11/2022,BT,990070
03/11/2022,Bus,1419371
03/11/2022,LIRR,158985
03/11/2022,MNR,135371
03/11/2022,SIR,6150
03/11/2022,Subway,3195956
03/12/2022,AAR,10655
03/12/2022,BT,671669
03/12/2022,Bus,637601
03/12/2022,LIRR,51679
03/12/2022,MNR,59927
03/12/2022,SIR,1748
03/12/2022,Subway,1663893
03/13/2022,AAR,11491
03/13/2022,BT,794706
03/13/2022,Bus,590753
03/13/2022,LIRR,59964
03/13/2022,MNR,57548
03/13/2022,SIR,1524
03/13/2022,Subway,1479406
03/14/2022,AAR,22480
03/14/2022,BT,882934
03/14/2022,Bus,1406578
03/14/2022,LIRR,159962
03/14/2022,MNR,134093
03/14/2022,SIR,6416
03/14/2022,Subway,3008800
03/15/2022,AAR,24272
03/15/2022,BT,909941
03/15/2022,Bus,1454522
03/15/2022,LIRR,171406
03/15/2022,MNR,146786
03/15/2022,SIR,7287
03/15/2022,Subway,3275906
03/16/2022,AAR,25305
03/16/2022,BT,917605
03/16/2022,Bus,1476356
03/16/2022,LIRR,168768
03/16/2022,MNR,145085
03/16/2022,SIR,7009
03/16/2022,Subway,3332335
03/17/2022,AAR,22946
03/17/2022,BT,893127
03/17/2022,Bus,1350810
03/17/2022,LIRR,166884
03/17/2022,MNR,135727
03/17/2022,SIR,6768
03/17/2022,Subway,3175784
03/18/2022,AAR,24019
03/18/2022,BT,981768
03/18/2022,Bus,1402806
03/18/2022,LIRR,163169
03/18/2022,MNR,137528
03/18/2022,SIR,6288
03/18/2022,Subway,3275433
03/19/2022,AAR,12877
03/19/2022,BT,875244
03/19/2022,Bus,820933
03/19/2022,LIRR,74087
03/19/2022,MNR,73974
03/19/2022,SIR,2050
03/19/2022,Subway,2001839
03/20/2022,AAR,12736
03/20/2022,BT,881977
03/20/2022,Bus,628693
03/20/2022,LIRR,67551
03/20/2022,MNR,63818
03/20/2022,SIR,1722
03/20/2022,Subway,1656673
03/21/2022,AAR,22229
03/21/2022,BT,883735
03/21/2022,Bus,1418900
03/21/2022,LIRR,165487
03/21/2022,MNR,134182
03/21/2022,SIR,6367
03/21/2022,Subway,3034759
03/22/2022,AAR,23948
03/22/2022,BT,894131
03/22/2022,Bus,1471299
03/22/2022,LIRR,168328
03/22/2022,MNR,144765
03/22/2022,SIR,7082
03/22/2022,Subway,3276940
03/23/2022,AAR,24574
03/23/2022,BT,894741
03/23/2022,Bus,1438665
03/23/2022,LIRR,161202
03/23/2022,MNR,138873
03/23/2022,SIR,6540
03/23/2022,Subway,3275708
03/24/2022,AAR,22998
03/24/2022,BT,904173
03/24/2022,Bus,1373850
03/24/2022,LIRR,162392
03/24/2022,MNR,134129
03/24/2022,SIR,6513
03/24/2022,Subway,3212181
03/25/2022,AAR,23274
03/25/2022,BT,970985
03/25/2022,Bus,1397899
03/25/2022,LIRR,158528
03/25/2022,MNR,133368
03/25/2022,SIR,6075
03/25/2022,Subway,3218970
03/26/2022,AAR,13208
03/26/2022,BT,877816
03/26/2022,Bus,783499
03/26/2022,LIRR,71809
03/26/2022,MNR,73933
03/26/2022,SIR,2154
03/26/2022,Subway,2024596
03/27/2022,AAR,11809
03/27/2022,BT,832550
03/27/2022,Bus,628313
03/27/2022,LIRR,64950
03/27/2022,MNR,58044
03/27/2022,SIR,1602
03/27/2022,Subway,1534056
03/28/2022,AAR,22114
03/28/2022,BT,871384
03/28/2022,Bus,1336330
03/28/2022,LIRR,153222
03/28/2022,MNR,130886
03/28/2022,SIR,6096
03/28/2022,Subway,2989874
03/29/2022,AAR,23981
03/29/2022,BT,889455
03/29/2022,Bus,1430099
03/29/2022,LIRR,163218
03/29/2022,MNR,143870
03/29/2022,SIR,6900
03/29/2022,Subway,3291883
03/30/2022,AAR,24620
03/30/2022,BT,916351
03/30/2022,Bus,1465351
03/30/2022,LIRR,164882
03/30/2022,MNR,143216
03/30/2022,SIR,6920
03/30/2022,Subway,3336073
03/31/2022,AAR,24308
03/31/2022,BT,944890
03/31/2022,Bus,1450363
03/31/2022,LIRR,164074
03/31/2022,MNR,139602
03/31/2022,SIR,6890
03/31/2022,Subway,3323135
04/01/2022,AAR,24017
04/01/2022,BT,976037
04/01/2022,Bus,1411421
04/01/2022,LIRR,145251
04/01/2022,MNR,120557
04/01/2022,SIR,5972
04/01/2022,Subway,3237107
04/02/2022,AAR,14382
04/02/2022,BT,896424
04/02/2022,Bus,879513
04/02/2022,LIRR,77205
04/02/2022,MNR,80471
04/02/2022,SIR,2484
04/02/2022,Subway,2128435
04/03/2022,AAR,12947
04/03/2022,BT,792710
04/03/2022,Bus,607152
04/03/2022,LIRR,58819
04/03/2022,MNR,53761
04/03/2022,SIR,1419
04/03/2022,Subway,1463932
04/04/2022,AAR,23746
04/04/2022,BT,902607
04/04/2022,Bus,1447820
04/04/2022,LIRR,159541
04/04/2022,MNR,135920
04/04/2022,SIR,6676
04/04/2022,Subway,3127667
04/05/2022,AAR,24873
04/05/2022,BT,908321
04/05/2022,Bus,1484961
04/05/2022,LIRR,170140
04/05/2022,MNR,150671
04/05/2022,SIR,7089
04/05/2022,Subway,3356454
04/06/2022,AAR,25103
04/06/2022,BT,893879
04/06/2022,Bus,1403198
04/06/2022,LIRR,163830
04/06/2022,MNR,142810
04/06/2022,SIR,6569
04/06/2022,Subway,3311547
04/07/2022,AAR,24107
04/07/2022,BT,904982
04/07/2022,Bus,1379678
04/07/2022,LIRR,161276
04/07/2022,MNR,140249
04/07/2022,SIR,6636
04/07/2022,Subway,3307076
04/08/2022,AAR,24488
04/08/2022,BT,1001814
04/08/2022,Bus,1443367
04/08/2022,LIRR,160905
04/08/2022,MNR,140791
04/08/2022,SIR,6342
04/08/2022,Subway,3347754
04/09/2022,AAR,13969
04/09/2022,BT,900306
04/09/2022,Bus,868945
04/09/2022,LIRR,81562
04/09/2022,MNR,86611
04/09/2022,SIR,66
04/09/2022,Subway,2190396
04/10/2022,AAR,13935
04/10/2022,BT,852451
04/10/2022,Bus,667662
04/10/2022,LIRR,63204
04/10/2022,MNR,66112
04/10/2022,SIR,13
04/10/2022,Subway,1707748
04/11/2022,AAR,23569
04/11/2022,BT,904713
04/11/2022,Bus,1433226
04/11/2022,LIRR,161131
04/11/2022,MNR,140224
04/11/2022,SIR,6354
04/11/2022,Subway,3205728
04/12/2022,AAR,25286
04/12/2022,BT,939901
04/12/2022,Bus,1496004
04/12/2022,LIRR,172294
04/12/2022,MNR,149369
04/12/2022,SIR,7099
04/12/2022,Subway,3078069
04/13/2022,AAR,25847
04/13/2022,BT,953204
04/13/2022,Bus,1495891
04/13/2022,LIRR,163448
04/13/2022,MNR,147043
04/13/2022,SIR,6593
04/13/2022,Subway,3220964
04/14/2022,AAR,25073
04/14/2022,BT,986192
04/14/2022,Bus,1438990
04/14/2022,LIRR,162946
04/14/2022,MNR,144335
04/14/2022,SIR,6381
04/14/2022,Subway,3297697
04/15/2022,AAR,20908
04/15/2022,BT,976485
04/15/2022,Bus,1137728
04/15/2022,LIRR,166068
04/15/2022,MNR,140217
04/15/2022,SIR,4728
04/15/2022,Subway,2761532
04/16/2022,AAR,13413
04/16/2022,BT,887976
04/16/2022,Bus,830874
04/16/2022,LIRR,89011
04/16/2022,MNR,83725
04/16/2022,SIR,2133
04/16/2022,Subway,1986306
04/17/2022,AAR,14704
04/17/2022,BT,847553
04/17/2022,Bus,596619
04/17/2022,LIRR,71258
04/17/2022,MNR,71704
04/17/2022,SIR,1640
04/17/2022,Subway,1512633
04/18/2022,AAR,20245
04/18/2022,BT,904416
04/18/2022,Bus,1145261
04/18/2022,LIRR,154315
04/18/2022,MNR,139151
04/18/2022,SIR,5209
04/18/2022,Subway,2676254
04/19/2022,AAR,22359
04/19/2022,BT,898329
04/19/2022,Bus,1189960
04/19/2022,LIRR,168354
04/19/2022,MNR,151518
04/19/2022,SIR,5841
04/19/2022,Subway,2962130
04/20/2022,AAR,24212
04/20/2022,BT,945766
04/20/2022,Bus,1265823
04/20/2022,LIRR,171730
04/20/2022,MNR,155674
04/20/2022,SIR,6097
04/20/2022,Subway,3098046
04/21/2022,AAR,23239
04/21/2022,BT,923401
04/21/2022,Bus,1231047
04/21/2022,LIRR,165823
04/21/2022,MNR,147535
04/21/2022,SIR,5738
04/21/2022,Subway,3033422
04/22/2022,AAR,22298
04/22/2022,BT,938923
04/22/2022,Bus,1217380
04/22/2022,LIRR,157943
04/22/2022,MNR,145606
04/22/2022,SIR,5340
04/22/2022,Subway,2985684
04/23/2022,AAR,13459
04/23/2022,BT,910229
04/23/2022,Bus,844146
04/23/2022,LIRR,79436
04/23/2022,MNR,89804
04/23/2022,SIR,59
04/23/2022,Subway,2109188
04/24/2022,AAR,12927
04/24/2022,BT,877831
04/24/2022,Bus,648591
04/24/2022,LIRR,64842
04/24/2022,MNR,67580
04/24/2022,SIR,3
04/24/2022,Subway,1655860
04/25/2022,AAR,22370
04/25/2022,BT,887314
04/25/2022,Bus,1415638
04/25/2022,LIRR,159569
04/25/2022,MNR,138979
04/25/2022,SIR,6322
04/25/2022,Subway,3026541
04/26/2022,AAR,23800
04/26/2022,BT,901009
04/26/2022,Bus,1453452
04/26/2022,LIRR,172171
04/26/2022,MNR,153893
04/26/2022,SIR,7024
04/26/2022,Subway,3281657
04/27/2022,AAR,25229
04/27/2022,BT,938124
04/27/2022,Bus,1500437
04/27/2022,LIRR,172613
04/27/2022,MNR,153109
04/27/2022,SIR,6903
04/27/2022,Subway,3432282
04/28/2022,AAR,24321
04/28/2022,BT,972482
04/28/2022,Bus,1468093
04/28/2022,LIRR,167300
04/28/2022,MNR,146321
04/28/2022,SIR,6765
04/28/2022,Subway,3404938
04/29/2022,AAR,23421
04/29/2022,BT,1005265
04/29/2022,Bus,1429909
04/29/2022,LIRR,164944
04/29/2022,MNR,136881
04/29/2022,SIR,5900
04/29/2022,Subway,3257634
04/30/2022,AAR,14223
04/30/2022,BT,945852
04/30/2022,Bus,884540
04/30/2022,LIRR,82887
04/30/2022,MNR,82838
04/30/2022,SIR,2123
04/30/2022,Subway,2108746
05/01/2022,AAR,12976
05/01/2022,BT,862097
05/01/2022,Bus,676070
05/01/2022,LIRR,64630
05/01/2022,MNR,62502
05/01/2022,SIR,2694
05/01/2022,Subway,1683953
05/02/2022,AAR,21695
05/02/2022,BT,886528
05/02/2022,Bus,1176867
05/02/2022,LIRR,146394
05/02/2022,MNR,126784
05/02/2022,SIR,5425
05/02/2022,Subway,2732825
05/03/2022,AAR,24680
05/03/2022,BT,933396
05/03/2022,Bus,1500109
05/03/2022,LIRR,177868
05/03/2022,MNR,155261
05/03/2022,SIR,7400
05/03/2022,Subway,3402882
05/04/2022,AAR,25462
05/04/2022,BT,925182
05/04/2022,Bus,1465639
05/04/2022,LIRR,168539
05/04/2022,MNR,147078
05/04/2022,SIR,6747
05/04/2022,Subway,3364902
05/05/2022,AAR,25903
05/05/2022,BT,986486
05/05/2022,Bus,1523580
05/05/2022,LIRR,174640
05/05/2022,MNR,150087
05/05/2022,SIR,7061
05/05/2022,Subway,3502522
05/06/2022,AAR,23411
05/06/2022,BT,957636
05/06/2022,Bus,1353750
05/06/2022,LIRR,154325
05/06/2022,MNR,129417
05/06/2022,SIR,5729
05/06/2022,Subway,3190556
05/07/2022,AAR,13033
05/07/2022,BT,843628
05/07/2022,Bus,706551
05/07/2022,LIRR,72948
05/07/2022,MNR,68612
05/07/2022,SIR,1523
05/07/2022,Subway,1842808
05/08/2022,AAR,15375
05/08/2022,BT,893775
05/08/2022,Bus,630228
05/08/2022,LIRR,73703
05/08/2022,MNR,73027
05/08/2022,SIR,1449
05/08/2022,Subway,1582133
05/09/2022,AAR,22008
05/09/2022,BT,920508
05/09/2022,Bus,1428758
05/09/2022,LIRR,163741
05/09/2022,MNR,140940
05/09/2022,SIR,6564
05/09/2022,Subway,3114506
05/10/2022,AAR,24148
05/10/2022,BT,936853
05/10/2022,Bus,1504314
05/10/2022,LIRR,175823
05/10/2022,MNR,158627
05/10/2022,SIR,7176
05/10/2022,Subway,3412902
05/11/2022,AAR,25548
05/11/2022,BT,951909
05/11/2022,Bus,1514922
05/11/2022,LIRR,178061
05/11/2022,MNR,156792
05/11/2022,SIR,7159
05/11/2022,Subway,3440378
05/12/2022,AAR,25158
05/12/2022,BT,984799
05/12/2022,Bus,1495220
05/12/2022,LIRR,169543
05/12/2022,MNR,149204
05/12/2022,SIR,6866
05/12/2022,Subway,3430104
05/13/2022,AAR,23539
05/13/2022,BT,1001973
05/13/2022,Bus,1410923
05/13/2022,LIRR,164843
05/13/2022,MNR,140065
05/13/2022,SIR,6050
05/13/2022,Subway,3252002
05/14/2022,AAR,13580
05/14/2022,BT,921216
05/14/2022,Bus,840921
05/14/2022,LIRR,89636
05/14/2022,MNR,86652
05/14/2022,SIR,69
05/14/2022,Subway,2149046
05/15/2022,AAR,13379
05/15/2022,BT,911186
05/15/2022,Bus,692876
05/15/2022,LIRR,76052
05/15/2022,MNR,69705
05/15/2022,SIR,5
05/15/2022,Subway,1760359
05/16/2022,AAR,22187
05/16/2022,BT,901887
05/16/2022,Bus,1396300
05/16/2022,LIRR,163431
05/16/2022,MNR,140702
05/16/2022,SIR,5996
05/16/2022,Subway,3080043
05/17/2022,AAR,24353
05/17/2022,BT,954976
05/17/2022,Bus,1519740
05/17/2022,LIRR,182683
05/17/2022,MNR,162082
05/17/2022,SIR,7259
05/17/2022,Subway,3536021
05/18/2022,AAR,25365
05/18/2022,BT,985992
05/18/2022,Bus,1511142
05/18/2022,LIRR,182181
05/18/2022,MNR,161135
05/18/2022,SIR,6816
05/18/2022,Subway,3605606
05/19/2022,AAR,24271
05/19/2022,BT,986913
05/19/2022,Bus,1426027
05/19/2022,LIRR,172517
05/19/2022,MNR,149985
05/19/2022,SIR,6790
05/19/2022,Subway,3467327
05/20/2022,AAR,23767
05/20/2022,BT,1015453
05/20/2022,Bus,1396732
05/20/2022,LIRR,175666
05/20/2022,MNR,146403
05/20/2022,SIR,6040
05/20/2022,Subway,3271914
05/21/2022,AAR,14985
05/21/2022,BT,986370
05/21/2022,Bus,883795
05/21/2022,LIRR,94322
05/21/2022,MNR,92552
05/21/2022,SIR,2530
05/21/2022,Subway,2324245
05/22/2022,AAR,13279
05/22/2022,BT,922608
05/22/2022,Bus,683500
05/22/2022,LIRR,78635
05/22/2022,MNR,72063
05/22/2022,SIR,1863
05/22/2022,Subway,1760638
05/23/2022,AAR,22696
05/23/2022,BT,947348
05/23/2022,Bus,1431781
05/23/2022,LIRR,170546
05/23/2022,MNR,151349
05/23/2022,SIR,6356
05/23/2022,Subway,3111755
05/24/2022,AAR,24560
05/24/2022,BT,945831
05/24/2022,Bus,1488152
05/24/2022,LIRR,182570
05/24/2022,MNR,163943
05/24/2022,SIR,7023
05/24/2022,Subway,3378506
05/25/2022,AAR,25418
05/25/2022,BT,963168
05/25/2022,Bus,1493506
05/25/2022,LIRR,178124
05/25/2022,MNR,158814
05/25/2022,SIR,6862
05/25/2022,Subway,3426530
05/26/2022,AAR,24866
05/26/2022,BT,1005411
05/26/2022,Bus,1464696
05/26/2022,LIRR,176469
05/26/2022,MNR,148011
05/26/2022,SIR,6549
05/26/2022,Subway,3341059
05/27/2022,AAR,22894
05/27/2022,BT,979279
05/27/2022,Bus,1353398
05/27/2022,LIRR,167840
05/27/2022,MNR,135294
05/27/2022,SIR,5737
05/27/2022,Subway,3031130
05/28/2022,AAR,12805
05/28/2022,BT,835815
05/28/2022,Bus,788135
05/28/2022,LIRR,91250
05/28/2022,MNR,77192
05/28/2022,SIR,2191
05/28/2022,Subway,1872775
05/29/2022,AAR,14490
05/29/2022,BT,893856
05/29/2022,Bus,701173
05/29/2022,LIRR,84784
05/29/2022,MNR,76982
05/29/2022,SIR,2276
05/29/2022,Subway,1755236
05/30/2022,AAR,10771
05/30/2022,BT,841659
05/30/2022,Bus,755616
05/30/2022,LIRR,80533
05/30/2022,MNR,68206
05/30/2022,SIR,2251
05/30/2022,Subway,1694970
05/31/2022,AAR,23778
05/31/2022,BT,971866
05/31/2022,Bus,1426470
05/31/2022,LIRR,184088
05/31/2022,MNR,163018
05/31/2022,SIR,6634
05/31/2022,Subway,3176109
06/01/2022,AAR,25586
06/01/2022,BT,947288
06/01/2022,Bus,1465383
06/01/2022,LIRR,178742
06/01/2022,MNR,159050
06/01/2022,SIR,7084
06/01/2022,Subway,3381297
06/02/2022,AAR,24764
06/02/2022,BT,962810
06/02/2022,Bus,1433303
